passages,query,question,query_type,reasoning,answer_passage,answer,messages
"['The pink rectangle is below the red sphere.', 'The pink rectangle is to the left of the blue square.']","Answer the question based on the context:
The pink rectangle is below the red sphere.
The pink rectangle is to the left of the blue square.
Question: Is the blue square below the red sphere? Only return the answer.
",Is the blue square below the red sphere?,positional-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: positional-reasoning.
","['The pink rectangle is below the red sphere.', 'The pink rectangle is to the left of the blue square.']",yes,"[{'content': 'Answer the question based on the context:\nThe pink rectangle is below the red sphere.\nThe pink rectangle is to the left of the blue square.\nQuestion: Is the blue square below the red sphere? Only return the answer.\n', 'role': 'user'}, {'content': 'yes', 'role': 'assistant'}]"
"['The blue square is below the red sphere.', 'The blue square is to the left of the pink rectangle.']","Answer the question based on the context:
The blue square is below the red sphere.
The blue square is to the left of the pink rectangle.
Question: Is the red sphere to the right of the pink rectangle? Only return the answer.
",Is the red sphere to the right of the pink rectangle?,positional-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: positional-reasoning.
","['The blue square is below the red sphere.', 'The blue square is to the left of the pink rectangle.']",no,"[{'content': 'Answer the question based on the context:\nThe blue square is below the red sphere.\nThe blue square is to the left of the pink rectangle.\nQuestion: Is the red sphere to the right of the pink rectangle? Only return the answer.\n', 'role': 'user'}, {'content': 'no', 'role': 'assistant'}]"
"['Daniel went to the garden.', 'Sandra travelled to the garden.', 'Mary moved to the office.', 'Sandra journeyed to the hallway.', 'Mary went back to the bathroom.', 'Daniel moved to the office.', 'Daniel grabbed the football there.', 'Daniel journeyed to the garden.']","Answer the question based on the context:
Daniel went to the garden.
Sandra travelled to the garden.
Mary moved to the office.
Sandra journeyed to the hallway.
Mary went back to the bathroom.
Daniel moved to the office.
Daniel grabbed the football there.
Daniel journeyed to the garden.
Question: Where is the football? Only return the answer.
",Where is the football?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['Daniel grabbed the football there.', 'Daniel journeyed to the garden.']",garden,"[{'content': 'Answer the question based on the context:\nDaniel went to the garden.\nSandra travelled to the garden.\nMary moved to the office.\nSandra journeyed to the hallway.\nMary went back to the bathroom.\nDaniel moved to the office.\nDaniel grabbed the football there.\nDaniel journeyed to the garden.\nQuestion: Where is the football? Only return the answer.\n', 'role': 'user'}, {'content': 'garden', 'role': 'assistant'}]"
"['The kitchen is west of the hallway.', 'The kitchen is east of the bedroom.']","Answer the question based on the context:
The kitchen is west of the hallway.
The kitchen is east of the bedroom.
Question: What is the bedroom west of? Only return the answer.
",What is the bedroom west of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The kitchen is east of the bedroom.'],kitchen,"[{'content': 'Answer the question based on the context:\nThe kitchen is west of the hallway.\nThe kitchen is east of the bedroom.\nQuestion: What is the bedroom west of? Only return the answer.\n', 'role': 'user'}, {'content': 'kitchen', 'role': 'assistant'}]"
"['Julius is a swan.', 'Greg is a frog.', 'Brian is a lion.', 'Brian is yellow.', 'Julius is gray.', 'Greg is green.', 'Lily is a swan.', 'Lily is gray.', 'Bernhard is a lion.']","Answer the question based on the context:
Julius is a swan.
Greg is a frog.
Brian is a lion.
Brian is yellow.
Julius is gray.
Greg is green.
Lily is a swan.
Lily is gray.
Bernhard is a lion.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a lion.', 'Brian is yellow.', 'Bernhard is a lion.']",yellow,"[{'content': 'Answer the question based on the context:\nJulius is a swan.\nGreg is a frog.\nBrian is a lion.\nBrian is yellow.\nJulius is gray.\nGreg is green.\nLily is a swan.\nLily is gray.\nBernhard is a lion.\nQuestion: What color is Bernhard? Only return the answer.\n', 'role': 'user'}, {'content': 'yellow', 'role': 'assistant'}]"
"['Brian is a rhino.', 'Brian is yellow.', 'Julius is a frog.', 'Lily is a frog.', 'Lily is gray.', 'Julius is gray.', 'Greg is a swan.', 'Bernhard is a rhino.', 'Greg is yellow.']","Answer the question based on the context:
Brian is a rhino.
Brian is yellow.
Julius is a frog.
Lily is a frog.
Lily is gray.
Julius is gray.
Greg is a swan.
Bernhard is a rhino.
Greg is yellow.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a rhino.', 'Brian is yellow.', 'Bernhard is a rhino.']",yellow,"[{'content': 'Answer the question based on the context:\nBrian is a rhino.\nBrian is yellow.\nJulius is a frog.\nLily is a frog.\nLily is gray.\nJulius is gray.\nGreg is a swan.\nBernhard is a rhino.\nGreg is yellow.\nQuestion: What color is Bernhard? Only return the answer.\n', 'role': 'user'}, {'content': 'yellow', 'role': 'assistant'}]"
"['Mary journeyed to the kitchen.', 'John went back to the office.', 'John grabbed the football there.', 'John dropped the football.']","Answer the question based on the context:
Mary journeyed to the kitchen.
John went back to the office.
John grabbed the football there.
John dropped the football.
Question: How many objects is John carrying? Only return the answer.
",How many objects is John carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
","['John grabbed the football there.', 'John dropped the football.']",none,"[{'content': 'Answer the question based on the context:\nMary journeyed to the kitchen.\nJohn went back to the office.\nJohn grabbed the football there.\nJohn dropped the football.\nQuestion: How many objects is John carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'none', 'role': 'assistant'}]"
"['Sandra travelled to the kitchen.', 'Daniel took the apple there.']","Answer the question based on the context:
Sandra travelled to the kitchen.
Daniel took the apple there.
Question: What is Daniel carrying? Only return the answer.
",What is Daniel carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['Daniel took the apple there.'],apple,"[{'content': 'Answer the question based on the context:\nSandra travelled to the kitchen.\nDaniel took the apple there.\nQuestion: What is Daniel carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'apple', 'role': 'assistant'}]"
"['Lily is a swan.', 'Brian is a lion.', 'Brian is yellow.', 'Bernhard is a rhino.', 'Greg is a lion.', 'Julius is a rhino.', 'Bernhard is gray.', 'Greg is white.', 'Lily is gray.']","Answer the question based on the context:
Lily is a swan.
Brian is a lion.
Brian is yellow.
Bernhard is a rhino.
Greg is a lion.
Julius is a rhino.
Bernhard is gray.
Greg is white.
Lily is gray.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a rhino.', 'Julius is a rhino.', 'Bernhard is gray.']",gray,"[{'content': 'Answer the question based on the context:\nLily is a swan.\nBrian is a lion.\nBrian is yellow.\nBernhard is a rhino.\nGreg is a lion.\nJulius is a rhino.\nBernhard is gray.\nGreg is white.\nLily is gray.\nQuestion: What color is Julius? Only return the answer.\n', 'role': 'user'}, {'content': 'gray', 'role': 'assistant'}]"
"['The suitcase is bigger than the chocolate.', 'The suitcase fits inside the chest.', 'The container is bigger than the box.', 'The container is bigger than the chocolate.', 'The chest is bigger than the box of chocolates.']","Answer the question based on the context:
The suitcase is bigger than the chocolate.
The suitcase fits inside the chest.
The container is bigger than the box.
The container is bigger than the chocolate.
The chest is bigger than the box of chocolates.
Question: Does the chest fit in the chocolate? Only return the answer.
",Does the chest fit in the chocolate?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The suitcase is bigger than the chocolate.', 'The suitcase fits inside the chest.']",no,"[{'content': 'Answer the question based on the context:\nThe suitcase is bigger than the chocolate.\nThe suitcase fits inside the chest.\nThe container is bigger than the box.\nThe container is bigger than the chocolate.\nThe chest is bigger than the box of chocolates.\nQuestion: Does the chest fit in the chocolate? Only return the answer.\n', 'role': 'user'}, {'content': 'no', 'role': 'assistant'}]"
"['Lily is a lion.', 'Bernhard is a lion.', 'Bernhard is gray.', 'Lily is gray.', 'Julius is a rhino.', 'Brian is a lion.', 'Julius is white.', 'Greg is a rhino.', 'Brian is gray.']","Answer the question based on the context:
Lily is a lion.
Bernhard is a lion.
Bernhard is gray.
Lily is gray.
Julius is a rhino.
Brian is a lion.
Julius is white.
Greg is a rhino.
Brian is gray.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a rhino.', 'Julius is white.', 'Greg is a rhino.']",white,"[{'content': 'Answer the question based on the context:\nLily is a lion.\nBernhard is a lion.\nBernhard is gray.\nLily is gray.\nJulius is a rhino.\nBrian is a lion.\nJulius is white.\nGreg is a rhino.\nBrian is gray.\nQuestion: What color is Greg? Only return the answer.\n', 'role': 'user'}, {'content': 'white', 'role': 'assistant'}]"
