passages,query,question,query_type,reasoning,answer_passage,answer
"['The garden is north of the bedroom.', 'The garden is south of the hallway.']","Answer the question based on the context:
The garden is north of the bedroom.
The garden is south of the hallway.
Question: What is the hallway north of? Only return the answer.
",What is the hallway north of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is south of the hallway.'],garden
"['This morning Julie travelled to the office.', 'Yesterday Julie went back to the bedroom.', 'Mary moved to the school yesterday.', 'Bill travelled to the kitchen yesterday.']","Answer the question based on the context:
This morning Julie travelled to the office.
Yesterday Julie went back to the bedroom.
Mary moved to the school yesterday.
Bill travelled to the kitchen yesterday.
Question: Where was Julie before the office? Only return the answer.
",Where was Julie before the office?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['This morning Julie travelled to the office.', 'Yesterday Julie went back to the bedroom.']",bedroom
"['Mice are afraid of sheep.', 'Cats are afraid of mice.', 'Wolves are afraid of mice.', 'Emily is a cat.', 'Jessica is a cat.', 'Winona is a wolf.', 'Sheep are afraid of cats.', 'Gertrude is a mouse.']","Answer the question based on the context:
Mice are afraid of sheep.
Cats are afraid of mice.
Wolves are afraid of mice.
Emily is a cat.
Jessica is a cat.
Winona is a wolf.
Sheep are afraid of cats.
Gertrude is a mouse.
Question: What is emily afraid of? Only return the answer.
",What is emily afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Cats are afraid of mice.', 'Emily is a cat.']",mouse
"['Brian is a swan.', 'Bernhard is a lion.', 'Julius is a lion.', 'Lily is a lion.', 'Lily is gray.', 'Brian is green.', 'Greg is a swan.', 'Julius is gray.', 'Bernhard is gray.']","Answer the question based on the context:
Brian is a swan.
Bernhard is a lion.
Julius is a lion.
Lily is a lion.
Lily is gray.
Brian is green.
Greg is a swan.
Julius is gray.
Bernhard is gray.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a swan.', 'Brian is green.', 'Greg is a swan.']",green
"['This morning Julie went back to the bedroom.', 'Yesterday Fred travelled to the office.', 'Julie went back to the park this afternoon.', 'Julie journeyed to the office yesterday.']","Answer the question based on the context:
This morning Julie went back to the bedroom.
Yesterday Fred travelled to the office.
Julie went back to the park this afternoon.
Julie journeyed to the office yesterday.
Question: Where was Julie before the bedroom? Only return the answer.
",Where was Julie before the bedroom?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['This morning Julie went back to the bedroom.', 'Julie journeyed to the office yesterday.']",office
"['The kitchen is north of the bathroom.', 'The office is south of the bathroom.']","Answer the question based on the context:
The kitchen is north of the bathroom.
The office is south of the bathroom.
Question: What is south of the bathroom? Only return the answer.
",What is south of the bathroom?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is south of the bathroom.'],office
"['Greg is a swan.', 'Greg is yellow.', 'Bernhard is a swan.', 'Brian is a swan.', 'Brian is gray.', 'Julius is a frog.', 'Bernhard is gray.', 'Julius is green.', 'Lily is a frog.']","Answer the question based on the context:
Greg is a swan.
Greg is yellow.
Bernhard is a swan.
Brian is a swan.
Brian is gray.
Julius is a frog.
Bernhard is gray.
Julius is green.
Lily is a frog.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a frog.', 'Julius is green.', 'Lily is a frog.']",green
"['Bernhard is a frog.', 'Lily is a swan.', 'Lily is white.', 'Bernhard is yellow.', 'Julius is a lion.', 'Julius is yellow.', 'Greg is a lion.', 'Brian is a frog.', 'Greg is white.']","Answer the question based on the context:
Bernhard is a frog.
Lily is a swan.
Lily is white.
Bernhard is yellow.
Julius is a lion.
Julius is yellow.
Greg is a lion.
Brian is a frog.
Greg is white.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a frog.', 'Bernhard is yellow.', 'Brian is a frog.']",yellow
"['The hallway is west of the garden.', 'The bedroom is east of the garden.']","Answer the question based on the context:
The hallway is west of the garden.
The bedroom is east of the garden.
Question: What is the garden west of? Only return the answer.
",What is the garden west of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is east of the garden.'],bedroom
"['Julius is a lion.', 'Lily is a frog.', 'Brian is a swan.', 'Julius is white.', 'Bernhard is a rhino.', 'Lily is yellow.', 'Greg is a frog.', 'Brian is yellow.', 'Bernhard is yellow.']","Answer the question based on the context:
Julius is a lion.
Lily is a frog.
Brian is a swan.
Julius is white.
Bernhard is a rhino.
Lily is yellow.
Greg is a frog.
Brian is yellow.
Bernhard is yellow.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a frog.', 'Lily is yellow.', 'Greg is a frog.']",yellow
"['The bathroom is east of the bedroom.', 'The bathroom is west of the hallway.']","Answer the question based on the context:
The bathroom is east of the bedroom.
The bathroom is west of the hallway.
Question: What is the hallway east of? Only return the answer.
",What is the hallway east of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is west of the hallway.'],bathroom
